schema_version,entity_label_id,source_item_id,narrative_id,label_text,normalized_text,language_or_dialect,label_type,supplied_by,source_context,entity_concept_id,normalization_status,review_status
2.0.0,1561,1510,1441,spirit,spirit,,source_or_institution_label,candidate_review,"r, soon put an end to conjec- tures. Our course is now S.E. direct for the Cape — many birds have been flying about us. 20th. — What a busy day this is with you — preparing for grouse shooting. Shall I ever shoot grouse with you again ? As I have nothing else to do, I must scribble poetry on the occasion. FIRST DAY OF THE SHOOTING SEASON— AT SEA. Oh, what a spirit-stirring day For me would this have been, Had I on land been doomed to stay ; But here, how changed the scene ! I tread not now the heathy plains, Nor climb the mountain's side, Where undisturb'd the moor-cock reigns In solitary pride. My path is on the trackless wave,.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1562,1511,1442,spirit,spirit,,source_or_institution_label,candidate_review,"re mem'ry said they ought to be. And faithful unchanged mem'ry sought Familiar looks — alas ! in vain — Time had been there, and time had brought New scenes, new faces, in his train. c~-2 20 Can this, I said, can this be home— : That home I've longed so much to see ? In such brief space do changes come, Or is the change alone in me ? * Deep darkness o'er my spirit came. My troubled soul was wrapp'd in shade. Till one dear sound thrill'd through my frame When music lent her soothing aid. For there was one who struck a chord And waked a well -remembered sound. Which like a spell broke sorrows ward, And then, and then my home was.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1563,1512,1443,spirit,spirit,,source_or_institution_label,candidate_review,"erence is to my Bister Catherine playing a piece of music which we had often practised together, she on the piano, I on the flute. 21 appearance, like gentlemen's parks. We can plainly distin- guish clumps of trees on the low lands in front ; and in the back grounds a range of hills, apparently twenty-five or thirty miles distant. All our people are in high spirits but we are obliged to put about, and stand off, as our charts are not per- fect enough to assure us of our proper landing-place. SOth. — We are now at anchor in Cockburn Sound, near Garden Island; which, except for the greenness and the foliage, does not deserve the.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1564,1513,1444,supernatural,supernatural,,source_or_institution_label,candidate_review,"lowing. Waubbaniranwin, part. — Joking ; jesting. Waubbow, i'. — Pres. part., Waubbowin ; past tense, Waubbow, to play to tease. 75 Waudarak, s. — The sow-thistle. This was very generally used as a vegetable by the early settlers, before the gardens were made productive. Waudunu, s. — A species of hymenopterous insect. Waug, s. — (K.G. Sound dialect.^ Soul; spirit; breath. Waugal, s. — An imaginary aquatic monster, residing in deep dark waters, and endowed with supernatural powers, which enable it to over- power and consume the natives. It generally attacks females, and the person whom it selects for its victim pines and dies away.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1565,1514,1445,devil,devil,,source_or_institution_label,candidate_review,"inat- ding (N.E. dialect) ; Eainbil ; Ki-in. Decayed, withered — Mandju. Deceit — Barrit. 95 Deceive, to — Guliu, Deception — Barrit. Decoy, to — Kobat kobatanan ; Myatyl. Deep — Mordak. Deep, deep water — Didaral. Depart, to — Gulbang ; Watto kolo; Gulbat; Gulut. Departing — Kolbattin. Desire, to ; to direct — Warrang- an. Desirous of— Gurdak. Devil ; evil spirit — Mittagong ; Waugal. Dew — Min-yi ; Jindi ; Barup ; Mammilyar. Diamond-bird ; Pardolotus — there are two kinds, Functatus, and Striatus — Widapwidap. Die, to — Gwardo ; Wanni. Dig, to — Bian. Dig up, to — Dtanbarrang ijow. Diminutive — N-yumap ; Bottyn. Direct, in a.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1566,1515,1446,ghost,ghost,,source_or_institution_label,candidate_review,"surface, and the acacia, bearing flowers like the laburnum. There are many bare downs visible from a hill near this, with green patches here and there. 2^th. — Found that one of our horses had broken loose in the night, and had some trouble and difficulty in catching him. Passed rapidly over a bare tract, with here and there a white gum tree creeping like a ghost through tlie vistas. Found the running water in the river to be fresh ; but that standing in the pools, brackish. Followed the river, looking for its connexion with the fresh water lake ; but could not find it : at length discovered the head of a salt water lake. It.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1567,1516,1447,ghost,ghost,,source_or_institution_label,candidate_review,"not care to do, and I quietly walked through the river up to my neck, just opposite my own door, and slipped into the house unperceived to get a towel to dry myself. In the mean- time the servants were on the look out to hear the footsteps of the horse, and when they heard me call out from the house without hearing the horse I believe they thought it was my ghost. As I came to the bank of the river I had some qualms about going in, thinking it would be cruelly cold, but I was very agreeably surprised to find it rather pleasant than other- wise. Now this is the middle of our winter. I had a dis- cussion to-night about the propriety.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1568,1517,1448,devil,devil,,source_or_institution_label,candidate_review,"he head, back, and tail are covered with regularly arranged small protuberances, each surmounted with a horn or spike ; yet it may be handled with the most perfect impunity, nor does it seem to have any means of attack or defence. Its eyes, though bright, are peculiarly diminu- tive, its mouth small, and its motions very awkward. It is colonially called the devil, from its peculiar appearance when placed erect on its hind legs. Mal-yar, s. — The ignited portion of a piece of burning wood. Mal-ya, s. — The brain. Mal-yangwin, part. — CNorthern dialect.) Singing. Mal-yarak, s. — Mid-day. Mal-yi, s. — A swan. There is no other sort.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1569,1518,1449,wizard,wizard,,source_or_institution_label,candidate_review,"st distance which has yet been reached in that direction. Boyer, s. — A. name given to certain stones of a smooth ovate shape, which are found in several places, and are traditionally said to have fallen from the sky. Boyl — (K. G. S.) An entrance. Boyl-ya, s. — A certain supposed power of witchcraft ; sorcery. Boylya Gadak, s. — One possessed of Boylya ; a wizard ; magician. The men only are believed to possess this power. A person thus endowed can transport himself through the air at pleasure, being invisible to every one but his fellow-Boylyagadak. If he have a dislike to another native, he is supposed to be able to kill him,.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1570,1519,1450,wizard,wizard,,source_or_institution_label,candidate_review,". Wing — Kanba. Wing, outer pinion of — Jili. Wink, to — Butak-butak. Winter — Maggoro. Witchcraft — Boyl-ya. Withered, dried up ; applied to wood or animals when dead — Mandju. Withered ; applied to leaves — Derer. Within — Bura. 118 Without, wanting anything — Bru ; as Boka bru, without a cloak. Wittingly — Bandak. Wive, to ; steal a wife — Kardo barrang. Wizard — Boyl.ya-gadak. Woman — Yago. Woman, unmarried, or one who has attained the age of puberty — Kung-gur. Woman who has not had children — Mandigara. Woman who has had children — Yulang-idi ; Yulang ara. Womb— Dumbu. Wonder, to— Wundun. Wood — burnu. Wood, well seasoned —.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1571,1520,1451,witch,witch,,source_or_institution_label,candidate_review,"rations and planning what course I should take. Wednesday. — Have been plagued all day with natives wanting to grind wheat. At last came a hue and cry that they had stolen a quantity from some neighbours. The man most guilty had gone off, and I made some here punish those whom they said were guilty, by giving them a small blow or two across the back with a switch. It was only women and children, who had to stand as scapegoats for the rest; but it will make them think of it more seriously. ****** I returned last night from a fortnight's exploration in the 301 bush, and have had an excursion of some interest and im- portance to the.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1572,1521,1452,witch,witch,,source_or_institution_label,candidate_review,"table. It is cheerful-looking also, having a view of the Darling Eange of hills in front, and at no great distance. Some nights ago the natives were very troublesome there. One of the men enclosed a light in a paper lantern, with a hideous face upon it, stuck it in a bush, and roused the natives, who were greatly alarmed, declaring it was some "" boylya "" or witchcraft coming upon them from the North, and they left the place in dismay in the morning, looking for the certain death of those who remained in the neighbourhood. I have bought a winnowing machine from Mr. Wittenoom. I could no longer do without it. I must pay upwards of.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1573,1522,1453,witch,witch,,source_or_institution_label,candidate_review,"only, who assume the marks of sorrow by drawing a streak IS of white across the forehead, down the sides of the cheeks, round the chin, and round each eye. White clay or lime is used on these occasions. When a man puts on mourning, he is said to Murh-ro nabbow ; which see. Dardi, s. — Pudenda. A disease was lately introduced, which the men attributed to the witchcraft of the northern Boyl-yagadaks. Dardun, a. — Uneven ; as Budjor dardun, uneven ground. Dardyn, s. — Whiting. Dargangan, r. — Pres. part., Dargangannin ; past tense, Dargananaga ; to strike so as to stun or kill, as Nadjul nginni gori dargangan, I'll settle you, put an.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1574,1523,1454,witch,witch,,source_or_institution_label,candidate_review,"ks of fire. J Jitta, s. — The bulbous root of an orchis, eaten by the natives, about the size of a hazel-nut. Jitti-ngat, s. — Seisura volitans. Glossy fly-catcher. 1 Jorang, s. — A small sort of lizard. Jow-yn, s. — Short hair on the body ; fur of animals. Julagoling, s. — Xame of the planet Venus. She is described as a very pretty young woman, powerful in witchcraft. A singular, if fortuitous, coincidence with her classical character. Julwidilang, s. — Zosterops dorsalis Grape-eater, or white-eye. Juwul, s. — (K.G.S.J — The short stick which they throw at animals. K Observe — The souuds of K and G are in so many instances used.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1575,1524,1455,wizard,wizard,,source_or_institution_label,candidate_review,"Birunna. Wind, north-west — Durga ; Dtal- lajar. Wind, south — Wiriti. Wind, south-east — Wirrit ; D- yedik. Wind, south-west — Karring. Wind, east — Nandat; Nangalar. Wind, west — Durga. Wind, sea-breeze — Gulamwin. Wind, land wind — Nandat. Windpipe — Dtagat ; Mungurdur. Wing — Kanba. Wing, outer pinion of — Jili. Wink, to — Butak-butak. Winter — Maggoro. Witchcraft — Boyl-ya. Withered, dried up ; applied to wood or animals when dead — Mandju. Withered ; applied to leaves — Derer. Within — Bura. 118 Without, wanting anything — Bru ; as Boka bru, without a cloak. Wittingly — Bandak. Wive, to ; steal a wife — Kardo barrang. Wizard.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1576,1525,1456,giant,giant,,source_or_institution_label,candidate_review,"ss Harris, and Mr. Stone also. I recollect in the calculations made for Van Diemen's Land or Sydney, of the profit and loss of a flock of sheep, that the shepherds were reckoned at £30, and I fancied it must be exaggeration, but I have my shepherd just now on easy terms (comparatively), and he costs me £71 8s. 6d. a year. I am greatly dissatisfied about our giants on this side the hills. They are not capable of supporting large flocks without cultivation to a greater extent than we can afford or manage at present ; this cuts short all our profits. At the very utmost that part of my grant on this side of the hills lying between the.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1577,1526,1457,supernatural,supernatural,,source_or_institution_label,candidate_review,"much pain. Another Boylyagadak can, however, disenchant the person thus afflicted. When this is done the Boylya is drawn out from the patient in the form of pieces of quartz, which are kept as great curiosities. The aborigines do not seem to comprehend that mor- tality is natural to man. All diseases and particularly those of a a fatal kind, are ascribed to supernatural inriuence, and hence the reason why, when one of them dies, another is invariably killed in return vdiether the deceased has died by the hand of an enemy, or by accident, or from natural causes. In the first place the death is revenged either on the murderer, or.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1578,1527,1458,ghost,ghost,,source_or_institution_label,candidate_review,"the names for extinct races are applied to ghosts and fairies; but further in Australia, such a name",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1579,1528,1459,spirit,spirit,,source_or_institution_label,candidate_review,f Waug signifies a spirit. Waugal is a being analogous to Hindi of South-Eastem Australia —,,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1580,1529,1460,spirit,spirit,,source_or_institution_label,candidate_review,"ost resemble English words, or words of lan- guages from which English is derived. The words he has given are, he adds, })ure native, that is, YarildertaUin. I here quote a few of these words from Mr. Taplin's work, with additions showing the derivations : — Nau-wai, a canoe - - . . Murri naun-ai, a ship - . . Makoro ------ Wonnai ------ Maiya ------ Marai, spirit . - . . - Yuring ------ Nukuny ------ Murrakeen . . . . . Wakun, from the cry - - - - Wak-7vak-wak - - - - - Punnul ------ Kui ------- Bo, to be one's self - . ._ - Yamma, to stop from harm, to guide, to lead Yinal, son ; Yinalkun, daughter - Mr. Taplin- KatiTe words..",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1581,1530,1461,spirit,spirit,,source_or_institution_label,candidate_review,"police court against an enemy. The Rev. Mr. Bulmer, in reply to my enquiries, writes thus : — "" When the natives were angry, and abused each other, they used epithets similar to those of the very lowest class of Europeans ; not so bad on the side of blasphemy, but worse on the side of filth. No doubt the reason of this is that the Aboriginal has no superior spirit to bhisiiheme. As you desire specimens of the epithets used, I give them, as, no doubt, it is necessary, in writing of the Aboriginals, to give both sides of their character. In their mild way of scolding, when the cause of quarrel is not very serious, they generally.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1582,1531,1462,spirit,spirit,,source_or_institution_label,candidate_review,"the course of years, to change a language, while its construction remained the same."" English. Wind Summer - Winter Star Sun Moon Gum-tree - Wood Fire Water Stone Eain Clouds Sky Old man - Widower - Widow Blackfellow Earth Egg Camp To-day - Yesterday I see To lie To steal - Come Be quick - Where Good None Yes No Small quantity Plenty News Sun-down Bad Wait Spirit or shadow Father Mother - To die To perspire Give me - Vocabulary. Murray. Qlppsland. Yarto . _ _ - - Krow-a-ro. Buchara ----- Jclanduok. Kolcijii ..---- Merbuch, Burleij ----- Brael. Yhucko ----- Wurrin. Piloa ----- Nar-rati. Berjiarra ----- Y/turo. Yarrara ----- Mrit..",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1583,1532,1463,devil,devil,,source_or_institution_label,candidate_review,"bopoop Loom- ... Larpelaan ... Engliali. sun. light. greedy. yes. old man. husband. yes, I am tired. words. to dwell here. haiL she-oak tree. to like much. a piece. to immerse. no. rain clouds. first. how. how many ? day. well. what ? at that time. this one. beginning. place. afraid. thin. I forget. how is it ? I see. we see. large bushes. shade. enemy evil spirit. the eril spirit or devil. water. to drink. white clay. not willing. thoroughly. one. sorrowful. proud. tooth. single woman. camp. top, point. sharp. woman. hcrit.ige. all done, finished. the little boy cries. small wood brushes. noise. 46 TUE ABOEIGINES OF VICTORIA:.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1584,1533,1464,ghost,ghost,,source_or_institution_label,candidate_review,"ney (fal of) - Marm-bul-la. Bladder - - Mour-rut. Urine - - - Bul-gl. Vein - - - Gour-uk. Sinews - - Pee reep. Blood - - - Kul-mul. Marrow - - Dee-dit. Sweat - - - Moor-run-moor-run. Of the Heavens, §-c. God(orfirst cause) Pundgyl-Marman. Devil [some tribes BuU-gen-kar-nee.* have] Heaven - - Woor-woor-rer. Hellt - - - Moo-eep-nall-ook. Soul - - - Moor-roop. Spirit - - - Nar-roon. Ghost - - - Moor-roo-buU. Apparition (of one Lam-bar-mooT.^ dead) Sun - - - Nger-weln. Moon - - - Myn-cam. Star - - - To-py-rum. Cloud - - - Lark. Sky - - - Woor-woor. Morning star - Woo-to-ko-rook. English. Native. Evening star - Mar-be-ang-rook. Dew - -.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1585,1534,1465,witch,witch,,source_or_institution_label,candidate_review,"uture time brighter and more perfect beings. Under this belief, mothers, whose infants had died in the way here described, have been known to carry the dead body on their backs for months after death, affirming that the longer they carried the corpse in this way the more future happiness would their child and themselves enjoy, and believed that its departed spirit had the power of granting to its parents the influence of "" witchcraftism."" The other form of death — Boor-kur-moo-rar — a horrid superstition, was the cause of perpetual murder and blood-shedding. If one of their number died from natural causes, or was killed, no matter.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1586,1535,1466,witch,witch,,source_or_institution_label,candidate_review,"- Certain she-oak water-holes. Tyo worrk (D.) - - Old DunoUy station - - Manna on a gum-tree. Tartyak (A.) - - The arm. Toombal (L.) A Lake. Tardt (S.) Crab-holes. Tittibong (S.) - - - Station on Lower Avoca - Titlit, hard ; hard ground. Towaninnie (S.) - - A certain little creek on the A blow on the back of the neclc, where Lower Avoca ; also a the soul or spirit is. station Tyin-wuU (W.) - - Kewell, a station and parish The seed or fruit of the mesembryan- north of the Wimmera themum. Woorak (D.) ---------A species of Banksia tree common near DunoUy. Woore (D.) - - The lips. Whroo (Lower Gonlburn) A town and parish - - The lips..",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1587,1536,1467,ghost,ghost,,source_or_institution_label,candidate_review,"ersons, and were restrained by awe alone from attacking them. This dread of strangers seems to be the natural result of ignorance, and reminds us of the restrictive policy, untU lately, of the Japanese, and of the religious prejudices of the Hindoos and strict Maliommedans. In the south-eastern portion of Australia, the old men used to say that the forms or spirits of the dead went to the westward, towards the setting sun ; and the natives of Western Australia had the same belief. When, therefore, they saw white men coming over the sea from that quarter, they at once took them to be their deceased relatives re-incarnated, and.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1588,1537,1468,supernatural,supernatural,,source_or_institution_label,candidate_review,"d, but who sometimes appeared as a piece of quartz, which was kept as a great curiosity. A Port Jackson native stated that the Koradgee men became possessed of their supernatural powers in the following manner : — A man sleeping at night on the grave of a deceased person would be freed from the dread of future apparitions ; for during that fearful sleep the spirit of the dead would visit him, seize him by the throat, and, opening him, take out his bowels, which the spirit would afterwards replace and then close up the wound. I have seen their incantations in South Australia during the ceremony of changing a boy into a man. Mr. G..",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1589,1538,1469,ghost,ghost,,source_or_institution_label,candidate_review,". Mar-rey, wet ; Mer or Mar, water. This root occurs in the names of numbers of waters, streams, and rivers in Australia, as well as in Europe ; in the latter generally applied to the sea or a large body of water, as in Boulogne-sur-mer ; Weston-super-mare ; Windermere, &c.; Hebrew or Phoenician, mara; Latin, mare, the sea or a great river. Bo^ye or Bogy, a ghost or an object of terror ; English, bogy, bugaboo. Kalama, a reed, the rod or staff of a spear; Greek, KoXa^oc; Latin, calamus; Hindostanne, callum. Gunya, a place for shelter ; Persian or Arabic, gunn. Mah, to strike ; Hindostanne, mah. Pilar, a spear; 'L&i\a,pilum.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1590,1539,1470,devil,devil,,source_or_institution_label,candidate_review,"that he is "" a liar"" (ifer- rinam mootri); a ""great liar"" {}Iarangi); a ""rascal"" {Keern) ; a ""terrible rascal"" {Tagaraktoro7ig) ; and the reply may be possibly ""You big eye"" {Taong-gala); ""You crooked eyed"" {Wantarra mrring); "" You big-headed, skin and bone fellow, you!"" (TanggooJa kaong tewrong kalk kalk bornen torong enerop warr karwan) ; "" You big dirty devil ! "" ( Torong koo-nog Ngarrong torrong) ; or, ""Look at that fellow, he is like a dog ! "" {Werre neen mane tonda Yerrangano). A woman will accuse another of unchastity : she will say, "" Tagilla narra^ moomT or, "" Karin na bibol mane boorrnoonto ;'"" and she could say nothing.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1591,1540,1471,devil,devil,,source_or_institution_label,candidate_review,"Tal-ler-be-goQrn. Stomach - - Tur-rum-ber-lin. Guts - - - Moon-raur. Liver - - - BoQr-doo. Kidney - - Woor-ror-marp. Kidney (fal of) - Marm-bul-la. Bladder - - Mour-rut. Urine - - - Bul-gl. Vein - - - Gour-uk. Sinews - - Pee reep. Blood - - - Kul-mul. Marrow - - Dee-dit. Sweat - - - Moor-run-moor-run. Of the Heavens, §-c. God(orfirst cause) Pundgyl-Marman. Devil [some tribes BuU-gen-kar-nee.* have] Heaven - - Woor-woor-rer. Hellt - - - Moo-eep-nall-ook. Soul - - - Moor-roop. Spirit - - - Nar-roon. Ghost - - - Moor-roo-buU. Apparition (of one Lam-bar-mooT.^ dead) Sun - - - Nger-weln. Moon - - - Myn-cam. Star - - - To-py-rum. Cloud.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1592,1541,1472,devil,devil,,source_or_institution_label,candidate_review,"abba or River Murray ... Millewa. ray, near Echuca Tomgabba. Blue paroquet - Yarrowalla. Three - mile Forest at Momboana. Name of a chief Ballendalla. Echuca Coolynaga. Xame on Map, &c. Native Same. Xarae on Map, &c. Native Name. Mount Buller ... Marrang. Talangalook or Mount Timber-top - Warrambat. Talangalute Mimamilnke Mimi-mimi Creek. maluke. Warrambat. Devil's River - Calhithera. A swamp - - - - Durok. Beolite - - - - Badlwite. Plenty water - Carrap. Maindample . - - Maindample. Place of fish Weesk. Big Rushes Lagoon - Mungo. Creek - . - - Palamarra (name Water-hole at Bargard Dueran. of particular (Dueran, P.R.) hole or bend.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1593,1542,1473,witch,witch,,source_or_institution_label,candidate_review,"aking Future. I shall see. &c. Past. I saw, &c. Plural. Nyahinyang-o. Nyahinyut. Nyakinngitch. Plural. Nyainang.o. Nyanut. Nyainitch. Present. I can. may see, &c. Plural. - - - Nyanuang-o. - Nyanyut. . Nyanyitch. POTENTIAL. PaaU Singular. I could, might see, &c. Plural. Nyawan malla - - Nyauiuandang malla. Ifyawar malla - - Nyawuat malla. Nyawa malla - - Nyawitch malla. Singular. Ngagah IMPEEATIVE. Plural. Nyanganurnung, LANGUAGE. 51 Passive. nfPiNiTivE. — (None.) INDICATIVB. Present. Singular. I am seen, &c. Plural. Singular. Nyain naingn - - - Nyain niyangorin. Nyain nain Nyain nyiumung - - Nyain niyurding, Nyain niumung - Nyain.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1594,1543,1474,witch,witch,,source_or_institution_label,candidate_review,"tula - - - Wirnboten. Common green parrot TyetyuTt. Dragon fly - - Gindenden. Crow - _ . _ War. Blue fly - - - Blip bityik. Magpie - Guruk, House fly - - - Bilyik. Water-hen - _ _ _ Carori, Flat black beetle - Boinka. Australian redbreast - TyaliguritgurUch Grasshopper - - Ngar-ngar. Blue mountain parrot Calingat. Cricket - - Didibiiroin. Swallow _ - . G urawitchwitch. Birds. Cuckoo - Giirimul. Emu - - . Gijwir. Curlew - WilL Black swan - - Gunowar. Fishes. Crane - - Goligur. Pelican - - Batyangal. Cray-fish - - Wilinak. Native compan ion - Kutyun. Black-fish - - Wirrap. Wild turkey - - Ngariiw. Silver-fish - . Vurpkut. „ goose.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1595,1544,1475,giant,giant,,source_or_institution_label,candidate_review,"iece of clay, of a peculiar resinous wood, which burns with a clear, bright flame ; the fish, attracted by the light, swim up to it, and are immediately speared. The canoes, being so frail, require great steadiness in their manage- ment, though on the Lower Murray I have seen them large enough to carry a dozen men at once. These large canoes are cut off the giant swamp-gums. They also snare the wild turkey or bustard. They approach as they do when stealing on an emu ; but instead of a spear, they carry a long light stick, at the extreme end of which is tied a fluttering moth, as well as a strong running noose hanging just below..",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1596,1545,1476,supernatural,supernatural,,source_or_institution_label,candidate_review,"k, and tliat it is by striking a man there that he is surrep- titiously killed, when asleej), by some evil being, or by a Wailo, that is, a northern man. "" Wailo''' is a name given to all people living to the north of them by every trilie in Western Australia, be the latter situated where they may. The Wailo men are much dreaded, and are believed to jwssess supernatural powers. The chief demon of the hill natives is WaKr/aJ,] dwelling in the large brown snake, which they carefully avoid, and never kill, though they are in the habit of eating other snakes equally venomous. I was one day travelling on horse- back near the River.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1597,1546,1477,supernatural,supernatural,,source_or_institution_label,candidate_review,"een the accu- mulation of ages, as the natives had to carry the pieces of wood from the distant forest. Tlie men set fire to the pile, which lit up and displayed a magnificent vaulted chamber, bedecked with long glistening stalactites, and tenanted by vast numbers of bats, whose whirring, whizzing noise was probably that which the natives attributed to some supernatural being. At Mount Gambier also there are some very large caverns in the limestone rock, believed by the natives to be haunted. To return to Western Australia. Waugal, with some tribes, is an aquatic monster, endowed with supernatural powers ; and as the natives do.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1598,1547,1478,supernatural,supernatural,,source_or_institution_label,candidate_review,"es, and tenanted by vast numbers of bats, whose whirring, whizzing noise was probably that which the natives attributed to some supernatural being. At Mount Gambier also there are some very large caverns in the limestone rock, believed by the natives to be haunted. To return to Western Australia. Waugal, with some tribes, is an aquatic monster, endowed with supernatural powers ; and as the natives do not believe in natural disease or death, they attribute all ailments for which they cannot otherwise account to Waur/al, or to some other demon, or to the Waifo men. I am of ojiiniou that the natives generally do not believe that.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1599,1548,1479,apparition,apparition,,source_or_institution_label,candidate_review,"to the extremities, and finally bring it out, shakLag and blowing upon his hands each time, in order to get rid of Bulya, who was supposed to make his escape without being seen by the uninitiated, but who sometimes appeared as a piece of quartz, which was kept as a great curiosity. A Port Jackson native stated that the Koradgee men became possessed of their supernatural powers in the following manner : — A man sleeping at night on the grave of a deceased person would be freed from the dread of future apparitions ; for during that fearful sleep the spirit of the dead would visit him, seize him by the throat, and, opening him, take.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1600,1549,1480,Baiame,baiame,,source_or_institution_label,candidate_review,"onists have fallen into the absurd practice of calling the heathen Chinese by the name of the beloved disciple of our Sayioor, and which is also the national name of an Englishman. APPENDIX B. TRADITIONS OF THE AUSTRALIAN ABORIGINES ON THE NAMOI, BARWAN, AND OTHER TRIBUTARIES OF THE DARLING. (Communicated bt the Rev. William Bidlet, M.A., etc.) I.^Baiamb. "" Baiame "" (pronounced like the three words "" By-a-me,"" and in the Welliugtou district south of the Namoi "" By-a-my "") is the name by which tribes scattered over a great portion of the north-west and west of New South Wales designate the Supreme Being. The blacks there who are.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1601,1550,1481,Baiame,baiame,,source_or_institution_label,candidate_review,"William Bidlet, M.A., etc.) I.^Baiamb. "" Baiame "" (pronounced like the three words "" By-a-me,"" and in the Welliugtou district south of the Namoi "" By-a-my "") is the name by which tribes scattered over a great portion of the north-west and west of New South Wales designate the Supreme Being. The blacks there who are acquainted with English, if asked what ^^ Baiame"" is, reply, "" Carbon-massa"" i.e., the Great Master ; and to further enquiry as to what they and their fathers know of Baiame, they reply that He made earth, and water, and sky, animals and men ; that He makes the rain come down, and the grass grow ; tliat He has delivered.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1602,1551,1482,Baiame,baiame,,source_or_institution_label,candidate_review,"t south of the Namoi "" By-a-my "") is the name by which tribes scattered over a great portion of the north-west and west of New South Wales designate the Supreme Being. The blacks there who are acquainted with English, if asked what ^^ Baiame"" is, reply, "" Carbon-massa"" i.e., the Great Master ; and to further enquiry as to what they and their fathers know of Baiame, they reply that He made earth, and water, and sky, animals and men ; that He makes the rain come down, and the grass grow ; tliat He has delivered their fathers from evil demons ; that He welcomes good people to the great '■'■WarrambooV (watercourse and grove) in the.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1603,1552,1483,Baiame,baiame,,source_or_institution_label,candidate_review,"in the sky — the Milky Way — a paradise of peace and plenty ; and that He destroys the bad. The Rev. James Giinther, of Mudgee, long a Missionary in the Wellington district, has recorded in his grammar of the "" WiradhurrV language that the thoughtful blackfellows ascribe to '■'■BaiamaV these three attributes — immortality, power, and goodness. They say that Baiame is i)resent at their Cora — the periodical assembly at which young men are initiated into the privileges of manhood. Among the ceremonies of the Cora is the exhibition of a sacred wand, which they say was given to their people by Baiame, the sight of which is essential.",,unresolved_public_label,accepted_candidate_reviewed
2.0.0,1604,1553,1484,fairy,fairy,,source_or_institution_label,candidate_review,e ------ Kariah. Mrs. Robertson's homestead (the place of the Connewarren. old wattle-tree) Black swamp (fine land and water) - - Connewarren. Stony Rises (islands of stone) - - - Struau. Salt lake ------- Terinallum. W. Mitchell's homestead - - - - Skipton. J. L. Currie's homestead and small spring - Ettrick. Mount (volcanic) ------ Colongulac. Swamp (Port Fairy) ----- Connewarren. Hill Tandarook. Small creek ------- Connewarren. J. McKiunon's homestead - - . - Maridayallock. Marsh -------- Purrumbete. Marsh -------- Marida3-allock. Mount -------- Kariah. Creek -------- Colongulac. P. McArthur's homestead and mount - - Kilnoorat..,,unresolved_public_label,accepted_candidate_reviewed
